track_name,track_popularity,artist_name,album,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_encoded,album_encoded
El Árbol,27,Olaya Sound System,El Árbol,"['cumbia peruana', 'peruvian indie', 'pop peruano', 'reggae peruano']",35,0.703,0.741,0.8181818181818182,0.8412505578420192,1,0.0305,0.125,0.0,0.188,0.843,0.6726076195322802,0.14773699365407733,4,10,3834,2692
Distancia y Ficción,26,Tarará,Distancia y Ficción,[],10,0.69,0.644,1.0,0.8880101155352805,0,0.0335,0.00235,0.0,0.155,0.67,0.7520413592098263,0.0945130133348243,4,10,4821,2382
Three Little Birds,66,Bob Marley & The Wailers,Legend ,"['reggae', 'roots reggae']",78,0.825,0.494,0.8181818181818182,0.7067486487826647,1,0.0698,0.00974,5.15e-06,0.0361,0.626,0.4285292961069603,0.12610774090743898,4,10,657,4903
Red Red Wine,74,UB40,The Very Best Of,"['reggae', 'reggae fusion', 'uk reggae']",68,0.857,0.468,0.09090909090909091,0.7552437149799177,1,0.0476,0.00414,1.32e-05,0.269,0.843,0.5153651315028568,0.12840918621229488,4,10,5340,9158
Cupid - Deluxe Edition Version,59,Amy Winehouse,Back To Black ,"['british soul', 'neo soul']",74,0.641,0.609,0.6363636363636364,0.8527792929042496,1,0.0638,0.163,0.0,0.0811,0.696,0.5041578959542921,0.15994311034077885,4,10,235,816
(I Can't Help) Falling In Love With You,70,UB40,Promises And Lies,"['reggae', 'reggae fusion', 'uk reggae']",68,0.642,0.722,0.18181818181818182,0.6436505181732534,1,0.0375,0.0444,0.00388,0.122,0.836,0.9970044643889803,0.14497777529283498,4,10,5340,6794
The Harder They Come,59,Jimmy Cliff,The Harder They Come ,"['reggae', 'roots reggae']",60,0.679,0.575,0.09090909090909091,0.7674666534437448,1,0.0715,0.634,0.0,0.165,0.79,0.5932548402766533,0.15369083894775099,4,10,2481,8809
One Love / People Get Ready - Medley,71,Bob Marley & The Wailers,Exodus,"['reggae', 'roots reggae']",78,0.67,0.516,0.9090909090909091,0.7287648138047306,1,0.153,0.0673,0.0,0.0674,0.939,0.8916402581480883,0.12086117245813648,4,10,657,2896
Morning Is Coming (with Shaggy),56,Sting,44/876 ,"['permanent wave', 'soft rock', 'sophisti-pop']",70,0.789,0.667,0.6363636363636364,0.7720533544900084,1,0.153,0.179,0.0,0.0603,0.934,0.4626078508477713,0.13371166587459116,4,10,4730,144
"Wonderful World, Beautiful People - Single Version",56,Jimmy Cliff,"Wonderful World, Beautiful People","['reggae', 'roots reggae']",60,0.782,0.386,0.18181818181818182,0.5838498537214262,1,0.0302,0.0184,0.0,0.0525,0.904,0.6121128356966067,0.1366735623829359,4,10,2481,10193
The Voices Of Sweet Jamaica - All Star Remix,53,Shaggy,The Voices Of Sweet Jamaica,"['pop rap', 'reggae fusion']",72,0.669,0.71,0.9090909090909091,0.8763822085585363,1,0.134,0.034,0.0,0.144,0.908,1.0065230968517962,0.17218137597495178,4,10,4504,9184
Is This Love,62,Bob Marley & The Wailers,Legend ,"['reggae', 'roots reggae']",78,0.775,0.559,0.5454545454545454,0.7590370407100708,0,0.088,0.108,0.0,0.0945,0.804,0.7068365293423702,0.16125702384613233,4,10,657,4903
Bam Bam,53,Chaka Demus & Pliers,Tease Me,"['funana', 'lovers rock']",55,0.757,0.406,1.0,0.6934100262805574,0,0.115,0.00751,0.738,0.0638,0.904,0.5498137910295853,0.17099535936932153,4,10,903,8355
Here I Go Again,52,Rihanna,Music Of The Sun,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",87,0.681,0.611,0.45454545454545453,0.8194823226062379,0,0.077,0.000332,0.00193,0.12,0.637,0.48265712104739655,0.17551438315954265,4,10,4251,5799
(You Gotta Walk) Don't Look Back - 2002 Remaster,51,Peter Tosh,Bush Doctor,"['dub', 'reggae', 'roots reggae']",55,0.786,0.784,0.6363636363636364,0.8439777854911489,1,0.0608,0.452,0.0477,0.0791,0.812,0.5265492355023016,0.22384054122054178,4,10,3992,1495
Zungguzungguguzungguzeng,50,Yellowman,Most Wanted Series ,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",46,0.75,0.474,0.5454545454545454,0.7029057370952547,0,0.153,0.0497,0.0013,0.0896,0.425,0.9535345007055124,0.2706850521372061,4,10,5568,5721
Oh Carolina,49,Shaggy,Pure Pleasure,"['pop rap', 'reggae fusion']",72,0.849,0.832,0.0,0.7725988000198344,1,0.128,0.485,0.0,0.343,0.939,0.7203048738173997,0.13341323977523692,4,10,4504,6828
Put a Little Love,48,Natural Vibrations,All Natural,"['jawaiian', 'reggae rock']",38,0.731,0.651,0.0,0.7496652947885158,1,0.0705,0.0117,0.0,0.052,0.615,0.4502903009414541,0.1847865589443963,4,10,3712,444
Could You Be Loved,59,Bob Marley & The Wailers,Legend ,"['reggae', 'roots reggae']",78,0.913,0.724,0.0,0.7553180939158031,1,0.105,0.372,0.000201,0.0824,0.748,0.5975457426383846,0.16572992088563362,4,10,657,4903
I Shall Be Released,46,The Slackers,Peculiar,"['modern ska punk', 'ska', 'ska punk', 'ska revival', 'traditional ska']",40,0.841,0.588,0.5454545454545454,0.7577230128427629,1,0.153,0.049,0.000318,0.109,0.859,0.507141865790752,0.18178622347711834,4,10,5096,6507
White Sand,6,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.596,0.466,0.8181818181818182,0.7212277483016809,0,0.0293,0.0784,0.0112,0.586,0.353,0.5547697254285121,0.14604428168069106,4,10,4058,7052
Stay Here & Now,3,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.667,0.423,0.45454545454545453,0.6490058015569992,0,0.0281,0.0766,0.906,0.369,0.869,0.5921965719044205,0.1708905258449582,4,10,4058,6698
Smile on Face,5,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.805,0.376,1.0,0.5548420687261367,1,0.0877,0.231,0.809,0.112,0.915,0.5636059771922927,0.1252627827010707,4,10,4058,7046
Reason to Smily,3,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.677,0.613,0.7272727272727273,0.7149055387514256,0,0.0269,0.025,0.391,0.093,0.58,0.559823968911198,0.14479606385060523,4,10,4058,6906
Restless Nights,3,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.673,0.434,0.6363636363636364,0.7557147815738583,0,0.0256,0.288,0.643,0.205,0.386,0.4365443778769865,0.15179754549774957,4,10,4058,7052
Good Reggae,2,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.655,0.608,0.09090909090909091,0.6872861605593296,1,0.0278,0.0197,0.339,0.141,0.634,0.6073650852397586,0.16683836068323502,4,10,4058,6698
Reggae Vibrations,7,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.85,0.247,1.0,0.5255119750086775,1,0.0886,0.143,0.803,0.093,0.672,0.3945606162244686,0.14885591680411506,4,10,4058,7046
Hot Sensation,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.827,0.449,0.18181818181818182,0.6946744681906084,1,0.0421,0.0479,0.0431,0.113,0.667,0.6438898012999931,0.15190098124178805,4,10,4058,1486
Love Inspiration,3,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.622,0.673,0.6363636363636364,0.6877076411960134,0,0.0297,0.0525,0.874,0.106,0.91,0.5492933311743888,0.12671717312907105,4,10,4058,7052
Unstoppable,4,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.825,0.385,0.9090909090909091,0.7147815738582833,0,0.0479,0.508,0.626,0.16,0.824,0.5247854548819135,0.153147801291549,4,10,4058,6906
Reggae Music - Wah Wah,5,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.938,0.252,0.09090909090909091,0.5704616452620618,1,0.0849,0.0729,7.53e-06,0.086,0.685,0.7327207328074762,0.16120320930362583,4,10,4058,7046
Jamaican Women,2,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.847,0.0805,0.8181818181818182,0.3127882183765557,0,0.153,0.0215,0.749,0.112,0.402,0.46267724549513084,0.14765172905426183,4,10,4058,726
Juicy Fruit,2,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.724,0.692,0.7272727272727273,0.6482620121981455,0,0.0331,0.0251,4.4e-05,0.109,0.874,0.5639587333163703,0.15626485141595148,4,10,4058,7052
Catching up,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.848,0.381,0.18181818181818182,0.6130807755243715,0,0.0936,0.177,0.543,0.112,0.544,0.5935439846406515,0.14328366553912386,4,10,4058,1486
Jamaica Heartbeat Chill,5,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.89,0.211,0.7272727272727273,0.5303713988198542,0,0.153,0.0159,0.368,0.179,0.783,0.7330214429460342,0.1284385395991166,4,10,4058,7046
Old Time Party,3,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.908,0.295,0.6363636363636364,0.5352556156096594,1,0.148,0.329,0.782,0.0994,0.599,0.5493627258217484,0.14303975287243856,4,10,4058,9508
Jamaican Loving,2,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.782,0.683,0.0,0.697996727326821,1,0.0403,0.568,0.88,0.148,0.862,0.5692905553884945,0.12234281960247127,4,10,4058,7052
Never Before,2,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.829,0.412,1.0,0.6914017950116527,1,0.0497,0.0542,0.766,0.291,0.729,0.5827588998635239,0.1388142629504347,4,10,4058,6906
Weed Reggae Trance,4,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.794,0.302,0.9090909090909091,0.5763127882183765,0,0.0505,0.113,0.0069,0.129,0.71,0.44464620295621204,0.14105141036034777,4,10,4058,7046
Ponto Final,3,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.823,0.368,0.0,0.4921158327961521,1,0.0703,0.485,0.887,0.0949,0.616,0.5785200434873125,0.1288753459506304,4,10,4058,9508
Jamaican Psychedelia,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.774,0.398,0.36363636363636365,0.6636832449050429,0,0.0596,0.105,0.339,0.112,0.688,0.42231269228100216,0.18063654915993402,4,10,4058,1486
Beautiful Relaxation,2,Positive Reggae Vibrations,Reggea Smoke Jazz: Reach for New Music Sensations,[],10,0.584,0.43,0.9090909090909091,0.6765012148559528,0,0.0693,0.119,0.407,0.116,0.695,0.4636198561217646,0.21001928936848285,4,10,4058,7052
Summer Reggae,6,Positive Reggae Vibrations,Reggae Vibrations ,[],10,0.763,0.214,0.18181818181818182,0.5798581841622452,1,0.0511,0.0871,0.734,0.0896,0.626,0.43362980268788603,0.14453048558888484,4,10,4058,7046
Alcoba Azul,2,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.779,0.246,0.8181818181818182,0.5260574205385035,0,0.0676,0.191,0.696,0.0934,0.706,0.8665887904512967,0.1355846915098823,4,10,4058,9508
Rasta Sun,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.744,0.506,0.9090909090909091,0.6818317052610701,0,0.0563,0.433,0.824,0.141,0.602,0.7901505863847703,0.16274635878225377,4,10,4058,1486
Golden Sand,1,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.734,0.425,0.7272727272727273,0.5793623245896762,0,0.0554,0.148,0.896,0.111,0.885,1.0078011149406676,0.1246107181795309,4,10,4058,726
Only Happiness,1,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.784,0.245,0.09090909090909091,0.5032726731789556,1,0.153,0.00166,0.871,0.0772,0.939,0.5915778029654647,0.1708905258449582,4,10,4058,6698
Good Enough,2,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.806,0.389,0.09090909090909091,0.5631973025239252,1,0.0774,0.21,0.686,0.108,0.929,0.5928269066179362,0.11922017835676944,4,10,4058,9508
So Happy,0,Positive Reggae Vibrations,"Good Vibes: Reggae Jazz Collection 2022, Positive Rhythms, Inner Happiness",[],10,0.825,0.197,0.9090909090909091,0.5720236029156542,0,0.153,0.0205,1.72e-05,0.111,0.637,0.4916205963313364,0.1333398563081826,4,10,4058,3520
Come With Me,2,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.855,0.0684,0.6363636363636364,0.31551544602568554,0,0.153,0.345,0.245,0.102,0.504,0.4628333834516898,0.1475748511363954,4,10,4058,726
Caribbean Merge,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.797,0.609,0.9090909090909091,0.7150790896018248,0,0.0347,0.657,0.572,0.0792,0.877,0.652396428488816,0.1968619831707249,4,10,4058,1486
Son Huasteco Tradicional,2,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.93,0.176,0.0,0.5520900480983785,1,0.063,0.206,0.914,0.146,0.44,0.6937498554278181,0.18031366190489503,4,10,4058,9508
Get High,2,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.827,0.532,1.0,0.7018644319928596,1,0.0542,0.0311,0.672,0.0743,0.559,0.8242291411255812,0.15889966732828267,4,10,4058,6906
Authentic Reggae,2,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.867,0.299,0.9090909090909091,0.579684633311846,0,0.0883,0.357,0.848,0.123,0.779,0.8297575813652243,0.13090632076262895,4,10,4058,726
Going Dancing,2,Positive Reggae Vibrations,"Burn it, Like a Sun: Reggae Jazz Instrumental Summer Collection 2022",[],10,0.798,0.469,0.9090909090909091,0.7247731442455496,0,0.033,0.391,0.696,0.119,0.765,0.552699451782286,0.14638603897011546,4,10,4058,1486
Touch Your Skin,2,Positive Reggae Vibrations,"Tropical Reggae Mood: Relaxing Music, Jamaica Rhythms, Summer Night Party, Positive Ambient Vibes",[],10,0.824,0.162,0.09090909090909091,0.5801804928844151,1,0.069,0.232,0.895,0.0947,0.701,0.4230297703037173,0.13902532777948617,4,10,4058,9508
City Lights,2,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.824,0.37,0.09090909090909091,0.6308573412009718,1,0.0802,0.286,0.00463,0.134,0.487,0.44156392403599276,0.15779542087165582,4,10,4058,6698
Mama Lo,1,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.866,0.307,0.5454545454545454,0.5712302275995439,1,0.153,0.00957,0.601,0.0921,0.733,0.845550646526798,0.13902532777948617,4,10,4058,726
Emocional War,2,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.811,0.719,0.9090909090909091,0.7318143501760301,0,0.0481,0.234,0.927,0.0778,0.96,0.9401471166524024,0.138058063794694,4,10,4058,6906
Meaningless Drama,1,Positive Reggae Vibrations,"Good Vibes: Reggae Jazz Collection 2022, Positive Rhythms, Inner Happiness",[],10,0.741,0.582,0.0,0.709674220260822,1,0.0889,0.175,0.905,0.0576,0.856,0.9247877680368256,0.15006499678510526,4,10,4058,3520
Reggae Jazz Explosion,2,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.776,0.393,0.8181818181818182,0.6471959141171221,0,0.0742,0.0029,0.307,0.1,0.867,0.4509553329786496,0.151228648905538,4,10,4058,6698
Tropical Sunset,1,Positive Reggae Vibrations,Authentic Reggae ,[],10,0.804,0.398,0.36363636363636365,0.5730649080180493,0,0.0715,0.0576,0.829,0.0516,0.503,0.8675024866415305,0.1534762796678874,4,10,4058,726
Like a Bird,2,Positive Reggae Vibrations,"Ragtime Freestyle Beats: Positive Vibes, Reggae Instrumentals",[],10,0.656,0.38,0.2727272727272727,0.6780879654881737,0,0.065,0.371,0.405,0.134,0.586,0.41958316948486046,0.16585152777389506,4,10,4058,6906
Kid,1,Positive Reggae Vibrations,"Good Vibes: Reggae Jazz Collection 2022, Positive Rhythms, Inner Happiness",[],10,0.611,0.508,0.6363636363636364,0.6804185054792482,1,0.0342,0.112,0.908,0.105,0.706,0.9255684578196203,0.14241913840820777,4,10,4058,3520
Control Yourself,1,Positive Reggae Vibrations,Positive Day with Reggae Jazz,[],10,0.824,0.217,0.7272727272727273,0.5751227252442108,0,0.153,0.00882,3.02e-05,0.115,0.361,0.41990122828525833,0.16585152777389506,4,10,4058,6698
Thinking About That,0,Positive Reggae Vibrations,"Good Vibes: Reggae Jazz Collection 2022, Positive Rhythms, Inner Happiness",[],10,0.753,0.356,0.18181818181818182,0.7074180592056329,0,0.0823,0.283,0.403,0.209,0.708,0.4913372348546183,0.1413784909563613,4,10,4058,3520
Take My Hand,0,Positive Reggae Vibrations,"Good Vibes: Reggae Jazz Collection 2022, Positive Rhythms, Inner Happiness",[],10,0.784,0.226,0.18181818181818182,0.5481479644964546,1,0.132,0.662,0.881,0.105,0.691,0.46266567972057093,0.14173702160968382,4,10,4058,3520
El Próximo Viernes,49,Los Pericos,El Próximo Viernes,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",63,0.779,0.703,0.9090909090909091,0.8237715079089603,1,0.0289,0.0055,1.93e-05,0.0667,0.967,0.6650146885336912,0.18107684996225992,4,10,3163,2675
Você Me Encantou Demais - Ao Vivo,59,Natiruts,Natiruts Acústico no Rio de Janeiro ,"['brazilian reggae', 'brazilian rock', 'reggae tuga']",66,0.727,0.56,0.5454545454545454,0.779813556800714,0,0.0428,0.0733,5.17e-05,0.734,0.441,0.5087379426800214,0.147726510301641,4,10,3710,5893
Circunvalación,54,El Kuelgue,Ruli,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",55,0.604,0.637,0.8181818181818182,0.8247880200327267,1,0.0332,0.237,0.0,0.113,0.616,0.895705627905901,0.16375485728662884,4,10,1580,7284
Trinchera,30,Moral Distraida,Trinchera,"['chilean indie', 'chilean rock', 'cumbia chilena', 'latin alternative', 'pop chileno']",48,0.628,0.715,0.36363636363636365,0.8061437001041306,0,0.079,0.0491,2.47e-06,0.639,0.694,0.8330596100020821,0.18470199323474323,4,10,3619,9494
Laberintos,56,Dread Mar I,En el Sendero,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",70,0.773,0.617,0.9090909090909091,0.8472504586701046,1,0.0617,0.251,0.0,0.102,0.438,0.8503851402928455,0.1785713287299768,4,10,1480,2766
Oyelo,52,Bahiano,Bahiano BH+,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",47,0.811,0.748,0.0,0.8608865969157535,1,0.0786,0.262,0.0,0.149,0.922,0.8274617751150796,0.13204341505688966,4,10,448,856
Meu Reggae é Roots - Ao Vivo,52,Natiruts,Natiruts Acústico no Rio de Janeiro ,"['brazilian reggae', 'brazilian rock', 'reggae tuga']",66,0.703,0.617,0.5454545454545454,0.7841771210393217,1,0.0369,0.195,4.96e-05,0.0973,0.636,0.8034165298050012,0.1390421011433843,4,10,3710,5893
Va a Servir,51,Resistencia Suburbana,Cosas Que Nadie Oia,"['argentine reggae', 'argentine rock', 'latin alternative', 'reggae en espanol', 'rock en espanol', 'ska argentino']",47,0.928,0.495,0.5454545454545454,0.8067635245698419,0,0.0658,0.113,1.07e-06,0.0556,0.822,0.6775577710439269,0.1716565094629728,4,10,4214,1971
Vos sabés,49,Los Cafres,Vos Sabés,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",61,0.694,0.7,0.5454545454545454,0.8609113898943819,1,0.0401,0.159,0.0,0.121,0.935,0.5317191367305869,0.1665399345838808,4,10,3157,9840
El Brillo de los Dos,49,Dread Mar I,Caminarás Caminos,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",70,0.782,0.595,0.45454545454545453,0.795209996528983,0,0.0877,0.457,0.0,0.108,0.818,0.8668895005898547,0.17735036761622544,4,10,1480,1552
Pupilas Lejanas,49,Los Pericos,Ritual De Los Pericos,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",63,0.698,0.516,0.2727272727272727,0.7532850696682699,1,0.0321,0.135,0.0,0.081,0.94,0.4337743748698851,0.16405258449582064,3,10,3163,7191
Reggae en el Universo,45,Nonpalidece,Hagan Correr la Voz,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",54,0.772,0.674,1.0,0.7750780978826797,0,0.0637,0.223,0.0,0.2,0.825,0.5321065901783443,0.1303660786670767,4,10,3790,3642
Waitin en Vano,44,Los Cafres,Espejitos,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",61,0.776,0.347,0.18181818181818182,0.6603113998115733,0,0.153,0.152,0.0,0.0483,0.777,0.45703893039716875,0.2197946660702804,4,10,3157,2819
Don't Speak - Reggae Version,43,Sarah Menescal,Modern Jukebox,"['bossa nova cover', 'coverchill']",60,0.696,0.575,0.8181818181818182,0.7107899042991025,0,0.0331,0.0446,0.000353,0.113,0.445,0.8096446994055193,0.16989041402253222,4,10,4435,5651
Runaway (En Vivo),49,Los Pericos,3000 Vivos ,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",63,0.584,0.704,0.8181818181818182,0.7575990479496206,1,0.0566,0.105,0.00573,0.867,0.374,0.4687261455899702,0.17328352576109138,4,10,3163,123
El Pescador,40,Bahiano,Rey Mago de las Nubes,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",47,0.613,0.81,0.45454545454545453,0.7810532057321367,1,0.053,0.589,8.51e-06,0.414,0.948,0.9533089681015938,0.12976083978641917,4,10,448,7127
Luz y Compañía,39,Fidel Nadal,International Love,"['argentine reggae', 'latin alternative', 'latin rock', 'mexican rock', 'reggae en espanol', 'rock en espanol']",48,0.806,0.619,0.36363636363636365,0.825680567263351,0,0.061,0.0959,0.0,0.172,0.793,0.4627003770442507,0.20786880433871013,4,10,1760,4334
Pupilas Lejanas (En Vivo),48,Los Pericos,3000 Vivos ,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",63,0.385,0.595,0.2727272727272727,0.7449298358704816,1,0.0604,0.541,1.34e-06,0.69,0.329,0.4718546876084292,0.1678342791646865,4,10,3163,123
Lo De Siempre,38,Leonchalon,Amor De Barrio,"['argentine reggae', 'reggae en espanol']",29,0.726,0.559,0.6363636363636364,0.8118956711459315,1,0.0321,0.299,0.0,0.272,0.798,0.5264914066295021,0.1416510581197059,4,10,3052,549
No Mires Atras,38,Bahiano,Bahiano BH+,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",47,0.731,0.666,0.6363636363636364,0.8514900580155699,1,0.0462,0.244,0.0,0.0784,0.849,0.5209803150516991,0.18189804590310588,4,10,448,856
Cuanto Heredamos,38,Zona Ganjah,Cuanto Heredamos,"['latin hip hop', 'mexican hip hop', 'reggae en espanol', 'rock en espanol']",59,0.786,0.548,0.45454545454545453,0.8257797391778647,0,0.0318,0.102,9.45e-05,0.09,0.639,0.6594284194212487,0.1457856923205949,4,10,5620,2064
Revolution Rock,37,Hugo Lobo,Rockin',"['argentine reggae', 'reggae en espanol']",32,0.831,0.781,0.09090909090909091,0.7275003718946794,0,0.131,0.232,5.92e-05,0.14,0.894,0.803451227128681,0.14576262894523498,4,10,2206,7223
The Chicken,37,Dancing Mood,Groovin' High,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino', 'ska jazz']",44,0.82,0.446,0.45454545454545453,0.6770714533644072,0,0.071,0.0349,0.832,0.0805,0.861,0.5175279313455623,0.30404517626009897,4,10,1224,3592
Consentimiento,37,Mamita Peyote,Mamita Peyote,"['argentine reggae', 'gypsy punk']",27,0.781,0.487,1.0,0.80118510437844,0,0.0581,0.0845,0.0,0.154,0.662,0.8673463486849716,0.18939923401638198,4,10,3325,5391
Resistencia indigena,36,Sig Ragga,Sig Ragga,"['argentine indie', 'argentine reggae']",34,0.667,0.457,0.09090909090909091,0.7602271036842366,1,0.0371,0.645,6.99e-06,0.207,0.37,0.7639888043302261,0.21612479382740207,4,10,4550,7608
Puede Parecer,36,Rondamon,Sí Serás,"['argentine reggae', 'reggae en espanol']",33,0.857,0.6,0.5454545454545454,0.7937472107899044,0,0.0374,0.0631,0.0,0.298,0.755,0.607602183618237,0.1388554974700176,4,10,4309,8231
Ángel Del Pasado,36,Quique Neira,Ángel Del Pasado,"['latin alternative', 'reggae en espanol', 'ska chileno']",47,0.79,0.545,0.6363636363636364,0.7389299350423959,1,0.0304,0.0946,0.000327,0.0771,0.83,0.8097083111655988,0.17252592882502585,4,10,4124,10465
Aroma de Café,34,Laguna Pai,Aroma de Café,"['peruvian rock', 'reggae en espanol', 'reggae peruano']",45,0.778,0.682,0.5454545454545454,0.8495314127039223,0,0.0949,0.384,0.000164,0.195,0.768,0.9716985496518703,0.17757820580917502,4,10,2969,657
Si No Fuera,35,Gondwana,Carpe Diem,"['latin alternative', 'reggae en espanol', 'rock en espanol']",60,0.608,0.604,0.8181818181818182,0.7702186740715029,0,0.0622,0.351,0.00016,0.26,0.56,0.9709525571927554,0.15266486818931538,4,10,2007,1620
A Contratiempo,34,12 Tribus,Súbete,['reggae en espanol'],28,0.909,0.508,0.36363636363636365,0.8329449100014876,0,0.0575,0.0756,1.67e-05,0.191,0.933,0.7354965187018576,0.1523580554080121,4,10,3,8233
La Pipa,33,El Natty Combo,Sergio Colombo Presenta el Natty Combo,"['argentine reggae', 'reggae en espanol', 'ska argentino']",35,0.68,0.599,0.6363636363636364,0.7466653443744732,0,0.0225,0.0101,0.901,0.0642,0.965,0.5208299599824201,0.24410835593078192,4,10,1582,7491
Lo Que Dicta El Tiempo,33,Leonchalon,Amor De Barrio,"['argentine reggae', 'reggae en espanol']",29,0.728,0.584,0.36363636363636365,0.7848217384836614,1,0.0262,0.0289,1.37e-05,0.109,0.662,0.5665032037195532,0.18706983310502923,4,10,3052,549
Sonido Fresco,33,Sondelvalle,Ritmo Elemental,"['cumbia chilena', 'rap chileno']",34,0.61,0.708,0.6363636363636364,0.7959041999305797,0,0.153,0.296,0.0,0.0567,0.762,1.0414228215863617,0.15974742109530066,4,10,4638,7188
Si vas a dejarme...,33,Mensajeros Reggae,Así,"['argentine reggae', 'reggae en espanol']",27,0.882,0.554,0.45454545454545453,0.8215401398323995,1,0.0567,0.0932,0.000836,0.051,0.965,0.5146885336911013,0.18183095244751335,4,10,3474,688
Culpable O No,33,Quique Neira,Cover Me,"['latin alternative', 'reggae en espanol', 'ska chileno']",47,0.671,0.651,0.8181818181818182,0.7766648485149006,0,0.0293,0.0244,4.08e-06,0.103,0.874,0.81252457727094,0.17506709345559252,4,10,4124,1998
